PSZ,DOM,vanA,vanB,subcool,CRD,flow_rate,power_density,VFNGAP
119.134,217.536,342.02,329.57,23.044,43,254.988,67.952,0.222
133.396,203.274,339.053,332.537,27.456,13,251.677,61.911,0.25
109.053,227.617,331.347,340.243,26.344,17,251.616,66.937,0.268
119.082,217.588,358.127,313.463,23.578,21,252.066,64.785,0.429
121.054,215.616,356.594,314.996,26.265,24,252.461,65.809,0.321
125.3,211.37,312.408,359.182,23.355,41,252.512,64.356,0.264
136.964,199.706,296.399,375.191,25.379,8,255.739,64.819,0.236
119.474,217.196,317.334,354.256,24.371,19,252.854,65.424,0.378
119.493,217.177,346.713,324.877,23.872,14,252.435,67.421,0.216
131.403,205.267,316.926,354.664,22.522,35,252.869,69.494,0.472
122.703,213.967,307.468,364.122,23.157,45,245.738,64.627,0.364
115.761,220.909,338.738,332.852,24.883,3,251.296,67.158,0.28
122.71,213.96,331.709,339.881,24.101,3,251.89,65.455,0.291
113.207,223.463,356.29,315.3,23.518,7,254.254,63.179,0.222
114.291,222.379,323.925,347.665,26.11,33,253.571,65.569,0.375
124.11,212.56,356.196,315.394,24.188,32,254.409,63.579,0.478
121.687,214.983,303.992,367.598,24.002,44,254.957,66.913,0.311
136.812,199.858,348.275,323.315,23.22,47,254.743,66.169,0.326
119.963,216.707,308.621,362.969,24.428,30,252.513,62.537,0.454
126.618,210.052,344.02,327.57,24.86,47,253.562,65.538,0.422
128.194,208.476,352.995,318.595,24.214,36,254.572,67.525,0.497
109.311,227.359,329.63,341.96,24.853,7,257.133,62.597,0.3
129.147,207.523,337.76,333.83,23.043,11,251.102,68.323,0.284
114.341,222.329,355.514,316.076,22.429,36,247.79,63.136,0.201
138.221,198.449,310.49,361.1,23.625,9,255.025,63.175,0.23
113.445,223.225,321.018,350.572,24.618,12,249.318,66.292,0.23
121.556,215.114,350.858,320.732,25.498,4,253.627,62.175,0.459
111.514,225.156,333.459,338.131,27.242,0,254.715,64.298,0.431
139.313,197.357,348.952,322.638,24.935,24,253.705,68.148,0.452
124.227,212.443,329.249,342.341,21.057,8,247.734,67.169,0.332
127.069,209.601,338.623,332.967,25.699,12,253.897,65.486,0.213
110.957,225.713,282.55,389.04,24.604,10,253.281,64.111,0.37
131.783,204.887,307.752,363.838,22.996,36,253.949,65.166,0.362
115.313,221.357,340.991,330.599,25.195,28,246.363,66.791,0.447
136.3,200.37,312.717,358.873,24.612,28,254.444,64.195,0.217
115.168,221.502,309.541,362.049,23.3,7,252.308,69.229,0.322
114.727,221.943,354.967,316.623,24.176,8,261.079,63.464,0.427
110.026,226.644,324.179,347.411,22.702,38,251.255,64.682,0.438
123.308,213.362,296.395,375.195,23.711,34,255.878,65.616,0.445
126.137,210.533,317.981,353.609,22.107,40,254.826,66.915,0.271
110.915,225.755,321.565,350.025,24.617,39,253.471,66.119,0.365
132.563,204.107,357.836,313.754,24.537,24,255.777,65.998,0.44
122.735,213.935,336.963,334.627,25.644,32,249.427,64.061,0.23
124.904,211.766,321.621,349.969,25.455,27,249.349,62.179,0.406
122.353,214.317,314.876,356.714,23.044,18,259.697,69.236,0.277
121.134,215.536,352.185,319.405,24.561,0,253.874,63.736,0.3
125.979,210.691,331.385,340.205,24.611,31,249.018,66.165,0.242
113.646,223.024,309.019,362.571,22.84,15,253.567,64.483,0.265
114.46,222.21,317.395,354.195,25.315,24,251.995,62.455,0.382
135.193,201.477,303.003,368.587,23.541,13,251.955,67.207,0.343
137.765,198.905,355.652,315.938,23.063,36,252.373,67.117,0.298
120.296,216.374,335.707,335.883,23.756,37,252.754,64.603,0.327
117.168,219.502,311.813,359.777,21.556,3,248.244,63.632,0.448
128.552,208.118,295.679,375.911,21.433,1,250.922,65.083,0.393
121.377,215.293,295.201,376.389,24.845,8,252.614,64.681,0.355
109.686,226.984,318.406,353.184,23.039,9,256.094,67.93,0.207
113.674,222.996,317.621,353.969,22.227,11,249.984,62.323,0.374
130.747,205.923,313.78,357.81,21.642,44,248.475,65.74,0.244
129.007,207.663,347.271,324.319,22.157,29,251.409,63.416,0.386
109.738,226.932,357.099,314.491,22.885,4,252.108,67.356,0.317
115.681,220.989,308.922,362.668,21.11,41,250.487,64.922,0.326
115.959,220.711,304.275,367.315,24.953,30,251.814,66.531,0.411
129.402,207.268,340.967,330.623,24.602,1,256.71,64.195,0.422
109.513,227.157,316.25,355.34,22.845,20,257.454,63.161,0.424
112.086,224.584,298.33,373.26,25.894,46,252.814,65.776,0.319
133.307,203.363,295.504,376.086,22.967,2,252.383,65.967,0.355
114.357,222.313,303.192,368.398,23.945,0,255.601,65.404,0.422
128.818,207.852,281.644,389.946,25.931,18,252.841,64.171,0.276
116.175,220.495,354.186,317.404,23.497,43,257.861,64.104,0.46
111.944,224.726,314.742,356.848,25.16,9,254.176,62.325,0.377
116.327,220.343,287.935,383.655,25.01,16,251.308,65.111,0.26
130.939,205.731,294.271,377.319,23.294,39,255.722,62.33,0.365
135.008,201.662,306.492,365.098,23.596,46,253.79,66.559,0.459
134.231,202.439,324.113,347.477,22.019,1,255.387,66.474,0.289
121.024,215.646,335.843,335.747,19.945,32,255.848,66.71,0.218
129.286,207.384,305.297,366.293,22.877,43,250.281,64.207,0.252
115.163,221.507,355.435,316.155,24.344,17,254.007,69.79,0.207
117.852,218.818,340.211,331.379,22.23,17,255.163,65.545,0.249
136.247,200.423,345.264,326.326,24.89,42,256.765,65.047,0.306
109.308,227.362,306.516,365.074,23.354,0,257.211,64.009,0.301
111.519,225.151,310.938,360.652,25.439,4,254.065,65.385,0.489
115.251,221.419,323.061,348.529,22.443,4,253.969,61.982,0.251
109.721,226.949,316.397,355.193,23.916,10,251.5,65.388,0.488
114.445,222.225,301.596,369.994,22.249,32,252.558,64.253,0.282
126.693,209.977,358.495,313.095,21.232,36,253.52,67.45,0.254
121.764,214.906,347.004,324.586,23.619,47,254.693,66.532,0.46
136.135,200.535,299.906,371.684,22.261,7,253.863,63.678,0.335
133.841,202.829,350.403,321.187,23.914,1,254.003,64.976,0.271
119.336,217.334,326.828,344.762,24.609,16,251.259,62.122,0.417
116.823,219.847,282.511,389.079,21.89,46,249.859,63.972,0.247
120.491,216.179,308.252,363.338,25.204,22,254.691,65.74,0.495
126.914,209.756,283.528,388.062,22.254,18,254.073,64.752,0.451
117.087,219.583,288.315,383.275,22.964,47,252.723,62.677,0.275
127.946,208.724,295.353,376.237,23.035,18,251.462,62.413,0.276
121.397,215.273,318.92,352.67,24.312,34,252.302,65.492,0.397
125.747,210.923,310.964,360.626,24.822,4,253.663,66.119,0.293
122.212,214.458,293.039,378.551,24.755,43,253.546,67.42,0.233
117.892,218.778,311.987,359.603,22.991,38,252.06,64.804,0.421
137.837,198.833,305.026,366.564,24.77,21,249.268,69.093,0.277
132.199,204.471,313.191,358.399,25.241,8,254.777,62.363,0.488
113.184,223.486,294.838,376.752,23.135,11,252.269,64.541,0.247
135.397,201.273,328.59,343,21.736,45,255.657,65.428,0.417
123.777,212.893,284.978,386.612,23.505,42,250.035,65.39,0.209
136.193,200.477,311.472,360.118,25.656,13,249.571,64.279,0.453
133.305,203.365,350.595,320.995,26.515,42,255.956,63.251,0.279
121.879,214.791,313.925,357.665,20.905,42,248.853,62.47,0.347
109.597,227.073,315.577,356.013,24.385,44,249.739,62.904,0.223
117.105,219.565,286.79,384.8,24.533,12,249.791,65.346,0.427
125.43,211.24,328.254,343.336,26.12,35,249.256,71.178,0.395
128.231,208.439,353.798,317.792,24.242,8,255.8,64.682,0.331
116.776,219.894,304.044,367.546,24.268,24,250.307,65.61,0.225
113.161,223.509,311.887,359.703,23.485,39,250.322,64.675,0.421
134.374,202.296,326.927,344.663,22.617,44,252.763,65.831,0.232
138.933,197.737,288.735,382.855,23.178,42,253.062,61.625,0.234
124.943,211.727,354.869,316.721,24.569,16,255.92,62.542,0.435
114.147,222.523,317.624,353.966,22.301,14,252.319,62.872,0.456
117.216,219.454,290.423,381.167,25.751,7,251.862,67.395,0.493
109.472,227.198,307.409,364.181,24.385,1,250.666,63.454,0.296
136.795,199.875,310.388,361.202,21.742,4,248.079,65.082,0.416
112.502,224.168,308.193,363.397,24.387,47,253.97,63.881,0.406
126.494,210.176,335.034,336.556,23.181,1,253.513,67.769,0.459
117.269,219.401,308.204,363.386,26.406,0,248.92,67.012,0.225
125.812,210.858,306.532,365.058,21.709,18,251.753,66.485,0.447
128.778,207.892,306.396,365.194,23.818,10,247.933,67.063,0.461
134.216,202.454,341.564,330.026,22.781,12,250.334,66.057,0.219
115.207,221.463,305.338,366.252,25.012,42,251.038,64.497,0.271
109.247,227.423,282.622,388.968,25.374,11,254.483,66.215,0.311
113.086,223.584,309.748,361.842,22.011,41,256.736,65.118,0.306
136.359,200.311,303.012,368.578,24.248,46,252.106,60.646,0.276
135.563,201.107,351.685,319.905,26.487,47,252.184,66.286,0.275
127.131,209.539,318.419,353.171,25.262,13,254.028,65.932,0.207
127.225,209.445,299.643,371.947,26.268,31,253.944,67.531,0.39
129.193,207.477,357.285,314.305,24.528,34,247.117,64.759,0.345
114.26,222.41,300.582,371.008,22.016,27,253.705,63.285,0.317
136.798,199.872,340.42,331.17,21.655,12,252.833,66.324,0.31
121.683,214.987,331.664,339.926,23.183,42,252.47,65.961,0.357
120.596,216.074,317.209,354.381,22.977,26,252.814,66.938,0.281
124.737,211.933,312.858,358.732,26.484,43,251.795,66.313,0.252
110.344,226.326,348.858,322.732,26.889,32,249.144,64.27,0.326
113.983,222.687,318.201,353.389,24.984,32,254.776,65.678,0.293
131.419,205.251,310.506,361.084,24.908,40,258.62,64.882,0.379
111.437,225.233,308.877,362.713,22.712,37,248.753,62.426,0.439
127.306,209.364,302.829,368.761,24.74,8,247.687,66.445,0.325
116.394,220.276,313.099,358.491,21.934,25,252.545,64.228,0.411
120.784,215.886,290.795,380.795,22.383,4,252.331,65.178,0.429
117.716,218.954,286.567,385.023,26.182,33,254.586,64.131,0.233
119.758,216.912,323.324,348.266,24.44,2,252.789,64.165,0.458
130.84,205.83,316.595,354.995,25.032,28,253.374,65.1,0.254
117.973,218.697,294.922,376.668,20.43,17,255.936,64.826,0.225
126.185,210.485,289.783,381.807,23.341,29,255.117,63.952,0.445
123.43,213.24,292.597,378.993,23.246,14,254.781,69.066,0.419
129.152,207.518,305.867,365.723,25.576,13,251.382,64.434,0.446
137.482,199.188,316.38,355.21,25.374,42,255.448,67.701,0.481
131.253,205.417,296.462,375.128,25.283,39,254.37,64.723,0.471
115.466,221.204,339.849,331.741,24.184,3,252.591,65.218,0.319
109.862,226.808,296.46,375.13,26.045,24,250.831,64.619,0.309
116.91,219.76,291.12,380.47,22.844,19,254.638,66.565,0.289
127.06,209.61,358.286,313.304,23.584,23,253.594,62.86,0.359
110.48,226.19,316.089,355.501,26.535,22,256.484,65.192,0.272
124.049,212.621,294.66,376.93,24.146,44,255.625,67.108,0.299
127.113,209.557,350.569,321.021,25.867,24,255.226,65.256,0.205
119.105,217.565,299.374,372.216,23.344,19,251.831,60.72,0.462
132.422,204.248,352.963,318.627,24.181,13,252.612,66.779,0.317
112.162,224.508,290.721,380.869,25.532,33,249.818,62.417,0.319
111.203,225.467,346.5,325.09,25.929,32,251.905,63.742,0.435
131.119,205.551,295.761,375.829,23.878,16,258.48,64.058,0.257
124.022,212.648,353.948,317.642,22.002,45,257.068,67.365,0.277
129.906,206.764,325.853,345.737,22.677,22,248.683,68.368,0.242
122.172,214.498,296.196,375.394,23.439,15,248.864,62.294,0.254
116.426,220.244,346.732,324.858,24.688,29,251.257,65.987,0.3
133.892,202.778,311.68,359.91,22.89,7,249.251,66.084,0.304
133.291,203.379,338.089,333.501,24.67,36,251.006,67.661,0.206
130.098,206.572,331.192,340.398,24.425,1,255.437,63.481,0.26
117.211,219.459,336.66,334.93,23.331,3,256.093,63.488,0.232
126.912,209.758,308.064,363.526,21.268,21,251.617,69.808,0.333
119.92,216.75,353.985,317.605,24.727,2,250.676,66.579,0.343
111.704,224.966,324.739,346.851,21.548,27,252.104,66.382,0.328
136.887,199.783,287.527,384.063,25.227,45,256.076,65.071,0.496
113.084,223.586,286.691,384.899,27.131,11,258.236,67.853,0.377
137.891,198.779,338.507,333.083,24.033,14,253.05,68.324,0.499
122.513,214.157,347.129,324.461,23.256,27,259.904,63.423,0.398
114.557,222.113,335.192,336.398,26.201,28,253.785,64.502,0.33
125.438,211.232,302.955,368.635,23.604,32,247.415,67.414,0.251
135.534,201.136,298.974,372.616,24.387,36,257.534,63.986,0.273
131.242,205.428,325.173,346.417,24.965,36,253.458,65.628,0.317
133.509,203.161,296.726,374.864,22.836,0,256.472,66.672,0.439
129.002,207.668,310.795,360.795,26.201,21,250.795,66.185,0.319
130.024,206.646,330.054,341.536,25.648,9,255.055,64.179,0.427
134.809,201.861,303.527,368.063,27.254,23,252.382,65.307,0.463
116.526,220.144,310.512,361.078,24.841,21,250.64,65.249,0.303
123.837,212.833,309.361,362.229,23.515,30,250.107,63.384,0.273
115.658,221.012,317.078,354.512,22.231,17,248.64,62.001,0.261
139.033,197.637,333.578,338.012,24.188,12,250.141,65.88,0.372
137.703,198.967,341.911,329.679,24.149,30,253.261,67.793,0.409
110.114,226.556,332.862,338.728,25.831,35,254.413,61.966,0.496
130.429,206.241,283.561,388.029,23.728,4,250.882,65.12,0.371
137.129,199.541,350.746,320.844,22.95,41,249.327,64.034,0.358
114.418,222.252,326.389,345.201,21.401,19,258.112,66.715,0.397
126.232,210.438,352.552,319.038,23.856,38,251.612,65.127,0.487
136.831,199.839,355.918,315.672,22.969,6,257.226,64.886,0.407
109.947,226.723,317.643,353.947,23.424,7,251.499,64.084,0.314
130.181,206.489,352.252,319.338,23.705,7,251.727,67.639,0.236
117.98,218.69,309.737,361.853,24.139,46,254.68,64.877,0.449
137.103,199.567,301.634,369.956,22.68,35,252.066,65.603,0.227
138.526,198.144,287.224,384.366,23.005,22,256.913,66.127,0.403
137.709,198.961,316.407,355.183,26.104,14,254.954,64.494,0.207
123.374,213.296,334.684,336.906,23.622,31,249.05,63.407,0.476
135.201,201.469,356.918,314.672,25.038,16,251.797,65.557,0.404
134.668,202.002,321.768,349.822,23.44,12,251.317,63.739,0.412
118.643,218.027,338.217,333.373,23.627,36,254.528,64.634,0.306
134.191,202.479,350.692,320.898,25.484,40,254.808,62.746,0.467
110.04,226.63,323.456,348.134,23.23,38,248.442,65.791,0.383
127.096,209.574,294.41,377.18,25.264,46,256.154,64.07,0.336
115.926,220.744,346.993,324.597,24.858,26,250.612,67.018,0.251
112.588,224.082,325.847,345.743,23.439,26,256.464,62.672,0.292
111.258,225.412,340.072,331.518,22.34,16,254.468,67.613,0.286
130.146,206.524,332.353,339.237,25.129,22,254.422,65.903,0.253
119.277,217.393,286.252,385.338,23.098,31,250.329,65.52,0.431
131.015,205.655,294.592,376.998,23.578,33,259.232,64.176,0.424
110.905,225.765,303.63,367.96,23.215,44,249.459,65.198,0.268
118.527,218.143,303.511,368.079,21.506,29,252.257,65.022,0.367
125.364,211.306,346.298,325.292,24.028,16,252.694,61.332,0.343
133.026,203.644,327.704,343.886,20.96,21,248.864,68.019,0.247
118.632,218.038,287.976,383.614,24.902,18,255.87,64.17,0.332
127.999,208.671,311.42,360.17,24.942,40,256.27,68.07,0.258
135.931,200.739,324.471,347.119,23.837,42,253.589,66.214,0.237
127.694,208.976,300.949,370.641,22.212,34,251.539,64.94,0.231
116.016,220.654,284.616,386.974,24.792,3,255.681,62.85,0.244
109.656,227.014,310.885,360.705,18.628,43,252.645,65.928,0.389
135.447,201.223,317.129,354.461,23.984,31,251.349,63.343,0.269
109.56,227.11,351.357,320.233,25.873,11,249.387,63.768,0.495
135.587,201.083,351.635,319.955,24.439,44,247.761,64.714,0.349
125.043,211.627,320.155,351.435,23.078,23,249.954,66.458,0.26
137.55,199.12,317.924,353.666,22.267,23,257.444,66.055,0.211
133.272,203.398,330.966,340.624,27.586,0,250.232,65.825,0.289
139.346,197.324,301.46,370.13,23.398,37,256.61,70.565,0.427
119.607,217.063,303.589,368.001,23.698,10,249.024,67.127,0.211
132.308,204.362,281.739,389.851,23.244,13,253.658,61.965,0.419
121.169,215.501,287.577,384.013,22.617,3,252.329,64.378,0.204
123.546,213.124,295.316,376.274,20.379,6,252.231,66.274,0.317
128.049,208.621,330.971,340.619,23.133,28,250.574,64.099,0.461
135.556,201.114,297.951,373.639,23.859,22,252.632,68.249,0.431
138.923,197.747,291.116,380.474,22.491,16,255.935,63.544,0.411
132.342,204.328,329.098,342.492,20.24,36,254.901,67.985,0.261
121.652,215.018,331.834,339.756,24.361,8,254.993,62.609,0.407
121.762,214.908,286.147,385.443,23.955,0,253.481,68.835,0.486
131.406,205.264,341.182,330.408,26.153,30,255.271,63.329,0.469
116.193,220.477,328.315,343.275,23.803,21,254.517,64.677,0.307
112.281,224.389,312.181,359.409,21.191,2,252.402,67.425,0.401
119.726,216.944,357.408,314.182,25.849,29,256.369,66.093,0.429
117.671,218.999,282.329,389.261,25.903,7,254.723,62.505,0.39
117.948,218.722,323.585,348.005,21.995,40,251.759,65.556,0.318
116.036,220.634,293.865,377.725,24.758,45,252.638,66.621,0.279
110.195,226.475,306.955,364.635,26.068,15,247.603,63.534,0.46
109.457,227.213,291.82,379.77,26.383,9,249.565,66.973,0.306
139.034,197.636,333.104,338.486,25.937,17,250.447,65.779,0.481
121.957,214.713,312.529,359.061,24.437,15,254.753,63.664,0.428
120.632,216.038,357.649,313.941,23.918,42,247.749,64.356,0.376
129.639,207.031,331.995,339.595,23.13,4,252.723,67.816,0.464
115.568,221.102,352.327,319.263,23.065,3,249.956,62.539,0.343
137.883,198.787,300.125,371.465,22.142,9,246.579,65.062,0.459
132.893,203.777,306.141,365.449,24.675,34,251.81,63.389,0.322
111.638,225.032,309.528,362.062,23.735,24,252.085,66.089,0.434
121.646,215.024,346.245,325.345,23.398,11,252.016,63.069,0.46
135.722,200.948,297.876,373.714,23.784,7,254.814,60.604,0.235
137.723,198.947,354.595,316.995,25.601,33,252.847,66.033,0.425
123.166,213.504,284.905,386.685,25.013,0,251.672,65.782,0.496
127.619,209.051,350.207,321.383,21.115,16,252.998,63.702,0.314
114.005,222.665,316.375,355.215,27.541,16,253.163,65.816,0.23
139.139,197.531,322.122,349.468,25.632,43,250.822,67.094,0.405
115.977,220.693,358.505,313.085,23.281,36,252.283,63.671,0.301
137.662,199.008,348.678,322.912,24.005,3,255.634,64.656,0.48
128.724,207.946,351.3,320.29,23.839,7,255.486,63.338,0.457
127.446,209.224,326.724,344.866,22.493,9,253.545,64.034,0.309
124.547,212.123,355.337,316.253,23.45,24,252.229,67.023,0.25
115.946,220.724,334.616,336.974,22.54,25,253.419,64.613,0.266
114.295,222.375,344.764,326.826,25.334,36,256.218,64.248,0.379
115.636,221.034,337.172,334.418,21.592,15,255.969,63.603,0.379
114.597,222.073,341.8,329.79,23.057,11,253.842,64.966,0.421
132.687,203.983,330.77,340.82,22.565,34,253.985,67.629,0.301
119.589,217.081,337.594,333.996,26.572,36,250.56,62.423,0.242
110.675,225.995,315.181,356.409,25.152,11,250.485,64.933,0.403
138.466,198.204,336.087,335.503,24.728,34,254.426,65.711,0.224
135.864,200.806,302.902,368.688,25.594,4,255.452,66.258,0.307
137.205,199.465,330.536,341.054,24.061,16,253.668,69.033,0.243
139.253,197.417,321.957,349.633,23.781,25,249.531,66.896,0.383
114.215,222.455,350.877,320.713,23.816,26,260.653,62.713,0.225
120.996,215.674,333.49,338.1,23.321,8,249.829,65.436,0.318
132.036,204.634,327.58,344.01,25.007,3,252.26,65.795,0.241
130.138,206.532,305.7,365.89,25.392,25,247.713,66.789,0.297
113.605,223.065,348.119,323.471,24.988,33,252.055,65.116,0.374
133.792,202.878,285.721,385.869,23.355,33,256.229,65.632,0.265
115.756,220.914,350.97,320.62,23.18,30,250.013,65.898,0.271
115.737,220.933,331.928,339.662,27.244,14,255.081,66.515,0.467
125.288,211.382,296.164,375.426,23.473,15,252.752,65.69,0.269
126.994,209.676,351.221,320.369,26.037,30,249.345,63.67,0.286
126.602,210.068,306.725,364.865,23.429,47,252.704,64.747,0.251
111.701,224.969,294.527,377.063,23.466,43,248.966,66.049,0.338
135.671,200.999,306.169,365.421,24.629,32,249.984,64.11,0.446
117.011,219.659,355.702,315.888,26.218,31,249.49,66.753,0.269
112.861,223.809,339.628,331.962,24.561,44,254.294,63.972,0.264
136.016,200.654,352.285,319.305,23.136,9,256.776,59.202,0.49
138.056,198.614,304.604,366.986,27.486,28,249.834,66.393,0.239
135.204,201.466,287.903,383.687,24.338,1,254.718,64.951,0.274
133.599,203.071,324.966,346.624,23.662,23,252.349,63.647,0.329
128.894,207.776,318.812,352.778,24.901,23,254.289,62.995,0.355
125.711,210.959,337.147,334.443,22.494,8,250.928,63.068,0.266
111.564,225.106,323.417,348.173,25.176,37,255.108,63.055,0.486
121.368,215.302,312.135,359.455,22.488,32,251.491,64.382,0.456
120.277,216.393,281.904,389.686,24.957,4,252.243,66.022,0.374
116.833,219.837,317.635,353.955,26.311,10,254.807,62.74,0.351
130.974,205.696,290.851,380.739,22.721,10,253.879,66.71,0.444
124.034,212.636,352.687,318.903,24.176,44,252.935,63.881,0.453
111.383,225.287,352.664,318.926,24.514,37,251.208,67.254,0.389
115.626,221.044,343.555,328.035,25.384,44,257.209,64.538,0.438
129.749,206.921,293.724,377.866,24.749,40,257.505,64.659,0.221
111.233,225.437,292.919,378.671,24.127,12,259.401,60.684,0.404
134.871,201.799,325.009,346.581,25.966,32,256.638,65.464,0.313
124.012,212.658,337.676,333.914,24.328,3,252.061,66.515,0.29
123.568,213.102,351.34,320.25,23.049,34,252.236,64.397,0.413
126.978,209.692,350.529,321.061,22.409,5,254.592,62.725,0.263
134.062,202.608,293.528,378.062,25.718,1,251.241,64.842,0.394
119.519,217.151,358.357,313.233,26.119,40,250.073,63.903,0.337
129.589,207.081,293.641,377.949,24.253,2,254.727,65.702,0.47
126.165,210.505,346.369,325.221,21.864,11,254.643,62.03,0.449
117.055,219.615,326.833,344.757,23.206,44,256.265,67.086,0.374
135.707,200.963,333.881,337.709,25.952,1,247.89,66.175,0.234
133.231,203.439,328.147,343.443,24.797,27,252.457,63.873,0.352
128.992,207.678,348.65,322.94,21.826,43,248.408,65.198,0.354
134.852,201.818,330.703,340.887,24.729,4,250.724,62.746,0.374
135.361,201.309,347.028,324.562,23.926,8,255.815,68.504,0.428
130.514,206.156,293.454,378.136,25.285,21,253.647,63.426,0.438
134.438,202.232,348.42,323.17,23.365,11,252.791,66.601,0.395
130.182,206.488,358.162,313.428,25.927,2,250.708,64.597,0.435
129.654,207.016,332.586,339.004,23.64,4,254.578,64.899,0.248
127.777,208.893,356.882,314.708,19.709,12,251.059,64.81,0.235
131.867,204.803,298.509,373.081,23.099,30,256.305,67.05,0.33
113.748,222.922,345.533,326.057,24.365,2,251.754,68.465,0.491
135.775,200.895,294.586,377.004,24.197,17,254.047,65.066,0.375
135.5,201.17,321.354,350.236,23.298,15,255.038,63.945,0.417
109.803,226.867,332.781,338.809,21.742,1,246.001,60.396,0.402
134.096,202.574,332.49,339.1,25.671,10,249.815,65.064,0.276
112.842,223.828,333.308,338.282,26.365,23,254.158,64.546,0.331
119.132,217.538,306.306,365.284,22.628,28,252.895,65.679,0.494
131.586,205.084,356.678,314.912,25.263,45,254.21,64.961,0.284
113.814,222.856,282.048,389.542,24.902,41,257.809,69.926,0.371
133.857,202.813,329.461,342.129,22.186,41,251.21,64.673,0.438
134.289,202.381,348.374,323.216,24.541,6,251.835,67.701,0.3
124.388,212.282,350.304,321.286,28.127,47,249.314,63.046,0.4
109.106,227.564,337.116,334.474,22.08,18,253.777,62.784,0.487
117.665,219.005,325.897,345.693,25.96,16,250.493,65.971,0.265
127.726,208.944,316.832,354.758,23.942,6,250.245,66.524,0.468
138.835,197.835,316.228,355.362,23.596,2,255.849,65.99,0.489
128.18,208.49,314.344,357.246,25.845,33,255.965,65.818,0.316
116.835,219.835,335.548,336.042,23.096,33,255.944,67.601,0.279
128.247,208.423,337.965,333.625,24.13,32,249.264,63.153,0.298
125.379,211.291,321.263,350.327,23.811,31,257.887,64.606,0.312
132.695,203.975,338.706,332.884,22.587,23,253.696,68.002,0.401
112.174,224.496,322.32,349.27,25.799,46,250.45,65.381,0.298
132.121,204.549,289.054,382.536,24.688,20,252.335,65.491,0.403
125.419,211.251,347.256,324.334,27.292,31,248.129,65.667,0.445
138.28,198.39,348.712,322.878,24.221,26,254.623,65.025,0.205
119.338,217.332,302.103,369.487,23.843,21,253.522,61.49,0.341
128.205,208.465,342.226,329.364,23.519,13,253.082,63.704,0.468
137.336,199.334,320.986,350.604,23.588,13,255.982,68.371,0.238
112.038,224.632,291.112,380.478,26.204,44,257.292,62.976,0.252
137.494,199.176,312.253,359.337,23.183,42,254.051,64.179,0.334
129.89,206.78,287.449,384.141,24.662,10,257.468,67.123,0.287
110.98,225.69,342.229,329.361,23.497,25,253.308,65.46,0.253
118.09,218.58,296.684,374.906,22.117,26,251.657,64.491,0.492
130.509,206.161,294.227,377.363,24.472,19,255.741,65.44,0.461
110.965,225.705,297.634,373.956,21.757,2,251.593,65.462,0.43
126.666,210.004,298.991,372.599,24.358,29,250.635,65.073,0.298
119.46,217.21,333.547,338.043,23.339,16,254.752,64.267,0.273
127.848,208.822,330.819,340.771,23.433,10,252.538,65.531,0.203
110.306,226.364,291.522,380.068,23.817,5,250.462,63.702,0.414
135.491,201.179,337.441,334.149,24.033,0,253.194,68.852,0.31
138.6,198.07,308.477,363.113,23.703,11,251.205,63.709,0.25
138.459,198.211,316.842,354.748,24.761,31,250.651,66.391,0.486
131.774,204.896,291.177,380.413,24.01,10,253.977,61.595,0.481
112.879,223.791,336.222,335.368,28.066,4,252.858,66.459,0.438
132.036,204.634,310.573,361.017,22.403,37,252.534,67.656,0.327
109.661,227.009,330.32,341.27,22.368,7,252.921,65.689,0.435
109.586,227.084,314.508,357.082,23.441,18,252.388,66.674,0.289
118.781,217.889,285.313,386.277,22.747,21,250.895,60.876,0.371
123.814,212.856,335.826,335.764,25.739,44,249.893,60.76,0.473
132.407,204.263,324.176,347.414,26.536,34,258.378,63.882,0.234
129.75,206.92,315.05,356.54,23.418,32,256.425,65.488,0.388
122.51,214.16,297.095,374.495,24.747,24,250.214,67.78,0.432
117.256,219.414,329.719,341.871,24.594,19,249.809,64.121,0.202
139.321,197.349,302.777,368.813,23.34,36,253.113,68.738,0.346
121.909,214.761,314.659,356.931,24.896,19,254.65,65.616,0.351
122.677,213.993,285.901,385.689,25.203,3,252.67,68.004,0.326
113.901,222.769,341.479,330.111,21.581,8,248.026,64.581,0.201
133.151,203.519,288.49,383.1,22.289,21,254.349,64.589,0.477
130.067,206.603,350.283,321.307,23.576,11,250.886,65.433,0.426
115.644,221.026,348.487,323.103,23.535,18,250.29,66.932,0.415
111.424,225.246,356.475,315.115,24.113,27,253.981,65.036,0.282
129.665,207.005,351.641,319.949,22.668,23,256.578,65.302,0.28
128.872,207.798,356.5,315.09,22.492,45,251.761,65.883,0.473
117.245,219.425,350.008,321.582,23.476,35,251.796,63.235,0.324
137.91,198.76,290.224,381.366,22.307,22,254.067,64.762,0.272
113.518,223.152,315.315,356.275,25.734,31,251.738,64.191,0.226
122.096,214.574,287.419,384.171,25.509,44,251.172,64.177,0.423
137.689,198.981,323.619,347.971,24.885,36,255.324,66.939,0.306
121.712,214.958,322.42,349.17,25.478,11,255.909,65.445,0.39
128.385,208.285,352.701,318.889,23.378,18,251.35,65.439,0.264
121.037,215.633,356.367,315.223,23.364,45,251.998,66.293,0.363
117.274,219.396,301.577,370.013,24.583,22,254.427,64.982,0.48
138.92,197.75,326.475,345.115,25.125,20,251.003,60.145,0.395
