sample number,cpu_time,runtime,k,fluxQ1,fluxQ2,fluxQ3,fluxQ4,k_uncert,flux_runcertQ1,flux_runcertQ2,flux_runcertQ3,flux_runcertQ4,fissQ1,fissQ2,fissQ3,fissQ4,fissEQ1,fissEQ2,fissEQ3,fissEQ4,fiss_runcertQ1,fiss_runcertQ2,fiss_runcertQ3,fiss_runcertQ4,fissE_runcertQ1,fissE_runcertQ2,fissE_runcertQ3,fissE_runcertQ4,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8
sample_00386,2.56E+03,1.29E+02,0.982469,2.53E+19,2.64E+19,2.54E+19,2.54E+19,0.00026,0.00142,0.00139,0.00141,0.00148,8.48E+16,8.48E+16,8.48E+16,8.48E+16,2748860,2749310,2748800,2746810,0.00082,0.0008,0.00076,0.0008,0.00082,0.0008,0.00076,0.0008,3.45988083,3.03797383,1.49865585,4.0848106,1.19996644,2.06030958,0.553036108,3.49574334
sample_00387,2.59E+03,1.30E+02,1.00427,2.59E+19,2.62E+19,2.63E+19,2.61E+19,0.00022,0.00157,0.00158,0.00146,0.00146,8.49E+16,8.48E+16,8.48E+16,8.49E+16,2750720,2749920,2747530,2751610,0.00084,0.00076,0.00078,0.00078,0.00084,0.00075,0.00078,0.00078,4.86246577,1.28553559,2.31284972,3.89058645,2.59412294,4.07117575,6.27181423,5.95753801
sample_00388,2.58E+03,1.29E+02,0.986654,2.54E+19,2.65E+19,2.53E+19,2.54E+19,0.00025,0.00152,0.00148,0.00147,0.00153,8.48E+16,8.49E+16,8.48E+16,8.49E+16,2748290,2750030,2746980,2751510,0.00078,0.00079,0.00083,0.0008,0.00078,0.00079,0.00083,0.0008,3.25625499,2.6648537,3.22210594,3.20885274,5.7064117,1.39681542,3.0985413,0.520162556
sample_00389,2.59E+03,1.30E+02,1.0024,2.53E+19,2.54E+19,2.54E+19,2.53E+19,0.00023,0.00151,0.00154,0.00145,0.00151,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2747840,2750410,2749600,2748150,0.00079,0.00077,0.00081,0.00078,0.00079,0.00077,0.00081,0.00078,5.6728909,1.95517576,3.27420731,2.93686411,2.82317075,3.08523661,5.33751431,1.13933513
sample_00390,2.59E+03,1.30E+02,0.998072,2.56E+19,2.67E+19,2.54E+19,2.54E+19,0.00024,0.00171,0.00168,0.00172,0.00171,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2748130,2752050,2747850,2748500,0.0008,0.00077,0.00073,0.00079,0.0008,0.00077,0.00073,0.00079,1.28663684,5.62240535,1.8383835,2.83923104,4.69366015,1.80542084,4.41792247,1.40247966
sample_00391,2.57E+03,1.29E+02,0.984234,2.54E+19,2.51E+19,2.55E+19,2.58E+19,0.00026,0.00133,0.0014,0.00138,0.00132,8.47E+16,8.49E+16,8.50E+16,8.49E+16,2746440,2753210,2753380,2751150,0.00085,0.00075,0.00078,0.00077,0.00085,0.00075,0.00078,0.00077,2.19985794,5.32950763,0.095417047,0.053205423,4.28969057,0.392206157,1.54062425,6.13332474
sample_00392,2.57E+03,1.29E+02,0.984951,2.49E+19,2.52E+19,2.67E+19,2.59E+19,0.00023,0.00124,0.00123,0.00124,0.00124,8.49E+16,8.48E+16,8.48E+16,8.48E+16,2750620,2747280,2749610,2747750,0.0008,0.0008,0.0008,0.00079,0.0008,0.0008,0.0008,0.00079,3.4177377,4.81463453,6.12274601,6.1563457,3.94027267,5.24195122,4.62430644,2.1633397
sample_00393,2.55E+03,1.29E+02,0.975186,2.57E+19,2.59E+19,2.58E+19,2.62E+19,0.00023,0.00161,0.00164,0.00163,0.00165,8.48E+16,8.49E+16,8.49E+16,8.48E+16,2748210,2750920,2751140,2749420,0.00083,0.00077,0.00081,0.00081,0.00083,0.00077,0.00081,0.00081,4.1045225,4.25548171,3.71303536,5.92177537,5.89760119,0.969245655,0.159078444,2.47628898
sample_00394,2.56E+03,1.29E+02,0.980036,2.61E+19,2.62E+19,2.56E+19,2.57E+19,0.00024,0.00119,0.00125,0.0012,0.00118,8.49E+16,8.48E+16,8.49E+16,8.49E+16,2753200,2749130,2750250,2751600,0.00082,0.0008,0.0008,0.0008,0.00082,0.0008,0.0008,0.0008,5.62081745,3.82424401,1.39685757,0.634798912,6.17415896,1.53053108,2.43083294,3.96228879
sample_00395,2.58E+03,1.29E+02,0.991384,2.53E+19,2.62E+19,2.55E+19,2.48E+19,0.00024,0.00138,0.00131,0.00137,0.00141,8.49E+16,8.48E+16,8.49E+16,8.49E+16,2750100,2749060,2750220,2751900,0.00084,0.00082,0.00081,0.00079,0.00084,0.00082,0.00081,0.00079,0.998796349,3.64365025,2.17646808,1.59607351,3.26035464,1.64638317,1.40227568,3.68346108
sample_00396,2.57E+03,1.29E+02,0.986827,2.55E+19,2.51E+19,2.61E+19,2.57E+19,0.00024,0.00136,0.00136,0.00132,0.00135,8.50E+16,8.48E+16,8.48E+16,8.49E+16,2754360,2749490,2749190,2751880,0.00078,0.00078,0.00084,0.00079,0.00078,0.00078,0.00084,0.00079,1.50331539,5.15063371,0.461679125,0.064744272,1.889351,3.62224305,4.67243926,2.89588039
sample_00397,2.57E+03,1.29E+02,0.986307,2.57E+19,2.55E+19,2.60E+19,2.60E+19,0.00023,0.00131,0.00135,0.00141,0.00135,8.48E+16,8.48E+16,8.48E+16,8.49E+16,2748640,2748130,2749480,2750340,0.00078,0.00082,0.00081,0.00083,0.00078,0.00082,0.00081,0.00083,3.28259191,0.294270355,3.45415339,6.20557644,5.72312776,3.70816674,0.157803684,1.24823361
sample_00398,2.59E+03,1.30E+02,0.996428,2.52E+19,2.55E+19,2.64E+19,2.53E+19,0.00025,0.00133,0.00128,0.00125,0.00128,8.48E+16,8.47E+16,8.48E+16,8.49E+16,2749920,2745000,2748530,2750210,0.0008,0.00079,0.00076,0.00078,0.0008,0.00079,0.00076,0.00078,0.661607206,4.80687841,5.99291217,2.20801483,3.50304652,4.95775608,0.865870445,4.36088603
sample_00399,2.57E+03,1.29E+02,0.975516,2.66E+19,2.59E+19,2.57E+19,2.59E+19,0.00024,0.00157,0.00154,0.00146,0.00147,8.49E+16,8.48E+16,8.49E+16,8.49E+16,2750170,2747810,2750600,2751920,0.00078,0.00081,0.00085,0.00081,0.00078,0.00081,0.00085,0.00081,0.614584984,3.9457952,5.00284009,0.285346232,0.137017629,0.540590416,1.93427596,2.90520879
sample_00400,2.58E+03,1.30E+02,0.992162,2.50E+19,2.60E+19,2.57E+19,2.58E+19,0.00023,0.00172,0.00176,0.00169,0.00167,8.49E+16,8.49E+16,8.48E+16,8.49E+16,2750000,2751450,2747890,2750690,0.00082,0.00082,0.00081,0.00076,0.00082,0.00082,0.00081,0.00076,4.16389361,3.38527913,3.38951723,2.73893748,5.76489947,4.55025875,4.48490825,4.78785736
sample_00401,2.57E+03,1.29E+02,0.98819,2.54E+19,2.46E+19,2.51E+19,2.71E+19,0.00024,0.00137,0.00133,0.00129,0.00137,8.48E+16,8.48E+16,8.49E+16,8.48E+16,2749350,2748480,2750410,2746890,0.0008,0.00079,0.00084,0.00078,0.0008,0.00079,0.00084,0.00078,1.8796432,3.43069965,5.10816139,5.36070448,5.75647171,0.409172628,5.16583926,6.04685825
sample_00402,2.56E+03,1.29E+02,0.983478,2.55E+19,2.55E+19,2.55E+19,2.62E+19,0.00024,0.00146,0.00149,0.00152,0.0015,8.48E+16,8.48E+16,8.49E+16,8.50E+16,2747680,2748440,2751520,2754790,0.00076,0.00079,0.00077,0.00082,0.00076,0.00079,0.00077,0.00082,5.08236966,4.46268258,5.64366879,1.36690717,5.50885085,0.274571902,3.60715643,0.166201291
sample_00403,2.57E+03,1.29E+02,0.989829,2.65E+19,2.48E+19,2.49E+19,2.57E+19,0.00025,0.00132,0.00131,0.00132,0.00132,8.49E+16,8.49E+16,8.48E+16,8.51E+16,2750840,2750700,2747310,2756950,0.00081,0.00079,0.00078,0.0008,0.00081,0.00079,0.00078,0.0008,0.923530466,0.253782724,5.87604427,0.021466282,0.965114303,2.73554243,1.57072057,5.97077645
sample_00404,2.56E+03,1.29E+02,0.980424,2.62E+19,2.62E+19,2.53E+19,2.53E+19,0.00026,0.00148,0.00149,0.00142,0.00142,8.49E+16,8.48E+16,8.48E+16,8.49E+16,2750280,2747770,2747410,2752550,0.0008,0.00077,0.00079,0.00082,0.0008,0.00077,0.00079,0.00082,0.299481802,4.64256477,3.94746049,3.63727582,0.91695488,1.35399199,2.80305123,2.41282239
sample_00405,2.58E+03,1.30E+02,0.994945,2.60E+19,2.62E+19,2.50E+19,2.52E+19,0.00025,0.00135,0.00138,0.00137,0.00134,8.48E+16,8.49E+16,8.48E+16,8.50E+16,2749540,2751090,2748600,2753570,0.00077,0.00075,0.00077,0.00079,0.00077,0.00075,0.00077,0.00079,5.08094123,0.944904869,1.31311107,3.30466766,1.20103953,2.51381947,0.064405315,3.99204822
sample_00406,2.57E+03,1.29E+02,0.990093,2.51E+19,2.60E+19,2.56E+19,2.61E+19,0.00024,0.0016,0.00167,0.00153,0.00155,8.48E+16,8.48E+16,8.49E+16,8.49E+16,2749090,2747700,2750960,2752220,0.00074,0.0008,0.00082,0.00077,0.00074,0.0008,0.00082,0.00077,4.3033464,3.58987214,3.55953582,2.9734223,5.64969941,2.59801511,5.48732378,1.19281459
sample_00407,2.58E+03,1.30E+02,0.985116,2.55E+19,2.52E+19,2.62E+19,2.71E+19,0.00025,0.00178,0.00176,0.0018,0.00184,8.49E+16,8.49E+16,8.49E+16,8.48E+16,2753100,2751160,2751260,2748670,0.00081,0.00078,0.00083,0.00078,0.00081,0.00078,0.00083,0.00078,4.81276784,4.12656333,4.83586486,5.26853491,0.292477067,3.61927224,6.13581579,0.431364936
sample_00408,2.57E+03,1.29E+02,0.98668,2.56E+19,2.51E+19,2.51E+19,2.54E+19,0.00025,0.00131,0.00134,0.00136,0.00132,8.49E+16,8.49E+16,8.49E+16,8.49E+16,2751690,2751480,2751190,2750400,0.00079,0.0008,0.00076,0.00081,0.00079,0.0008,0.00076,0.00081,5.59390056,2.30998599,4.50320949,3.94733848,6.10408673,2.89151885,5.7406398,2.14001656
sample_00409,2.58E+03,1.29E+02,0.990517,2.56E+19,2.52E+19,2.67E+19,2.58E+19,0.00024,0.0012,0.00124,0.0013,0.00121,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2748510,2750020,2747780,2749670,0.00084,0.00074,0.00078,0.00078,0.00084,0.00074,0.00078,0.00078,2.68781294,0.669470831,5.65929832,0.133265355,3.11319237,4.98874455,4.41956327,3.80722281
sample_00410,2.57E+03,1.29E+02,0.983844,2.61E+19,2.55E+19,2.58E+19,2.59E+19,0.00027,0.00121,0.00123,0.00123,0.00119,8.50E+16,8.48E+16,8.47E+16,8.49E+16,2753640,2748100,2746320,2751590,0.00079,0.00078,0.00078,0.00078,0.00079,0.00078,0.00078,0.00078,6.03659711,3.19856612,3.97138994,6.01643611,2.23147095,5.85835303,3.00132562,0.83554158
sample_00411,2.59E+03,1.30E+02,0.989606,2.62E+19,2.67E+19,2.64E+19,2.54E+19,0.00024,0.00138,0.00141,0.00135,0.00131,8.49E+16,8.48E+16,8.48E+16,8.47E+16,2752260,2749110,2747340,2746200,0.00082,0.00078,0.0008,0.00075,0.00082,0.00078,0.0008,0.00075,5.84428616,5.43040447,3.67053962,3.50632496,4.42722236,5.59775218,1.78570335,2.60328958
sample_00412,2.57E+03,1.29E+02,0.985335,2.63E+19,2.56E+19,2.51E+19,2.57E+19,0.00025,0.00152,0.00151,0.00151,0.00153,8.49E+16,8.50E+16,8.48E+16,8.47E+16,2750300,2754440,2749670,2745800,0.00081,0.00085,0.00082,0.00083,0.00081,0.00085,0.00082,0.00083,5.25664287,0.323382896,4.92514402,3.69664736,0.265891502,1.34556992,5.02743023,2.86563357
sample_00413,2.56E+03,1.29E+02,0.976651,2.58E+19,2.54E+19,2.56E+19,2.55E+19,0.00025,0.0014,0.00136,0.00132,0.00136,8.48E+16,8.48E+16,8.49E+16,8.49E+16,2748170,2749880,2751190,2751000,0.00079,0.00078,0.00079,0.00075,0.00079,0.00078,0.00079,0.00075,3.22702578,0.173718307,4.80283778,0.136644155,0.796941924,5.43003629,1.39419002,1.5977908
sample_00414,1.87E+03,9.48E+01,1.003,2.47E+19,2.55E+19,2.60E+19,2.52E+19,0.00024,0.00128,0.00135,0.00133,0.00128,8.48E+16,8.49E+16,8.49E+16,8.48E+16,2749700,2752330,2750050,2749570,0.00082,0.00079,0.00078,0.0008,0.00082,0.00079,0.00078,0.0008,1.08572127,4.09199518,1.70063276,1.84799099,3.9327417,3.92603764,0.153360701,0.661851379
sample_00415,1.86E+03,9.42E+01,0.991333,2.54E+19,2.57E+19,2.60E+19,2.51E+19,0.00025,0.00183,0.00182,0.00181,0.00179,8.50E+16,8.49E+16,8.49E+16,8.48E+16,2753570,2750110,2750010,2747330,0.00081,0.00073,0.0008,0.00083,0.00081,0.00073,0.0008,0.00083,0.105882131,3.57357898,6.08538842,3.01290275,4.2059937,5.31349578,1.06312446,3.61525903
sample_00416,1.86E+03,9.38E+01,0.989746,2.61E+19,2.58E+19,2.57E+19,2.61E+19,0.00024,0.00119,0.00122,0.00122,0.00118,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2747410,2752330,2747890,2748680,0.00082,0.00079,0.0008,0.0008,0.00082,0.00079,0.0008,0.0008,0.435551452,3.15605124,3.7444728,4.33392579,2.92866081,1.5478903,3.58559881,0.682328075
sample_00417,1.86E+03,9.41E+01,0.985866,2.58E+19,2.59E+19,2.48E+19,2.48E+19,0.00024,0.00134,0.00133,0.00127,0.00131,8.48E+16,8.49E+16,8.49E+16,8.48E+16,2747050,2750980,2750000,2749430,0.00081,0.00078,0.0008,0.00078,0.00081,0.00078,0.0008,0.00078,1.74482412,1.95297587,2.89006523,1.37270544,0.082500147,6.14848287,3.32996737,2.73060447
sample_00418,1.87E+03,9.47E+01,0.987123,2.53E+19,2.54E+19,2.53E+19,2.55E+19,0.00022,0.00138,0.00137,0.00139,0.00139,8.48E+16,8.49E+16,8.49E+16,8.48E+16,2747860,2751250,2751550,2748180,0.00081,0.00076,0.00079,0.00075,0.00081,0.00076,0.00079,0.00075,1.09633141,3.97673854,0.708942795,4.45081202,4.52108623,0.665761547,5.36768372,3.58650568
sample_00419,1.85E+03,9.36E+01,0.984015,2.59E+19,2.59E+19,2.57E+19,2.52E+19,0.00024,0.00148,0.0015,0.00145,0.00141,8.50E+16,8.49E+16,8.48E+16,8.48E+16,2753840,2751610,2748710,2748560,0.00076,0.00076,0.00075,0.0008,0.00076,0.00076,0.00075,0.0008,0.532174109,4.79221278,4.93547605,3.05081606,5.60845781,5.38553046,2.96883297,2.72511976
sample_00420,1.85E+03,9.34E+01,0.98257,2.63E+19,2.58E+19,2.57E+19,2.61E+19,0.00025,0.00136,0.0013,0.00132,0.00134,8.49E+16,8.48E+16,8.49E+16,8.49E+16,2752810,2749030,2751490,2752350,0.00083,0.00085,0.0008,0.00083,0.00083,0.00085,0.0008,0.00083,2.15323037,6.02047599,4.2578104,0.397581538,5.80876227,2.0534774,1.27726124,4.60164269
sample_00421,1.87E+03,9.47E+01,0.997539,2.61E+19,2.52E+19,2.50E+19,2.55E+19,0.00024,0.0013,0.00135,0.00138,0.00132,8.49E+16,8.48E+16,8.48E+16,8.49E+16,2750440,2747780,2748640,2752120,0.00079,0.0008,0.00077,0.00079,0.00079,0.0008,0.00077,0.00079,0.919271695,1.57363137,2.48115395,5.35929862,3.20605938,0.086408029,0.588874354,6.24630756
sample_00422,1.85E+03,9.36E+01,0.981952,2.55E+19,2.55E+19,2.48E+19,2.51E+19,0.00024,0.0015,0.00155,0.00152,0.00155,8.49E+16,8.48E+16,8.49E+16,8.49E+16,2750530,2749390,2750000,2750060,0.00081,0.00079,0.00077,0.00082,0.00081,0.00079,0.00077,0.00082,5.51834084,5.25629575,1.87279782,0.350802157,1.31210613,1.39255022,0.397375583,3.42126634
sample_00423,1.86E+03,9.47E+01,0.995748,2.54E+19,2.57E+19,2.64E+19,2.53E+19,0.00024,0.00137,0.00131,0.00132,0.00136,8.50E+16,8.49E+16,8.49E+16,8.47E+16,2756150,2750420,2753150,2746620,0.00075,0.0008,0.00077,0.0008,0.00075,0.0008,0.00077,0.0008,4.79043855,0.007251417,4.15263579,2.00307722,4.04533052,4.71281189,2.54341722,0.261832966
sample_00424,1.86E+03,9.44E+01,0.993838,2.51E+19,2.59E+19,2.58E+19,2.47E+19,0.00024,0.00133,0.00136,0.00129,0.00129,8.49E+16,8.48E+16,8.49E+16,8.48E+16,2751380,2747410,2751730,2748090,0.00077,0.00083,0.0008,0.00078,0.00077,0.00083,0.0008,0.00078,4.91300305,6.06628387,1.95853858,1.58439603,2.95634981,5.36205412,3.88897086,2.40777472
sample_00425,1.86E+03,9.41E+01,0.996516,2.65E+19,2.62E+19,2.58E+19,2.60E+19,0.00023,0.00143,0.00139,0.00136,0.00145,8.48E+16,8.48E+16,8.48E+16,8.49E+16,2746880,2748580,2748400,2751520,0.00078,0.00081,0.00084,0.0008,0.00078,0.00081,0.00084,0.0008,1.63884653,0.927320893,2.22523459,1.09165951,3.4337662,0.443112419,0.408551192,4.69317978
sample_00426,1.86E+03,9.46E+01,0.984888,2.52E+19,2.48E+19,2.54E+19,2.61E+19,0.00025,0.00144,0.0014,0.00138,0.00142,8.49E+16,8.49E+16,8.49E+16,8.49E+16,2752880,2750000,2750800,2750240,0.00082,0.00083,0.00078,0.00081,0.00082,0.00083,0.00078,0.00081,4.76415856,2.51027471,0.191684669,5.24799266,6.19676596,4.43391733,5.34668055,1.36558303
sample_00427,1.88E+03,9.46E+01,0.990102,2.50E+19,2.52E+19,2.55E+19,2.62E+19,0.00024,0.00141,0.00142,0.00139,0.00139,8.48E+16,8.48E+16,8.50E+16,8.49E+16,2748680,2747660,2753390,2753140,0.0008,0.00082,0.00082,0.00079,0.0008,0.00082,0.00082,0.00079,4.11639781,5.68141269,5.06223123,3.79275626,4.17744101,0.55125104,4.91426883,0.641364555
sample_00428,1.88E+03,9.49E+01,0.990589,2.51E+19,2.50E+19,2.52E+19,2.52E+19,0.00024,0.00159,0.00149,0.00154,0.00164,8.49E+16,8.49E+16,8.49E+16,8.49E+16,2751030,2750180,2751560,2751120,0.00081,0.00081,0.00079,0.00078,0.00081,0.00081,0.00079,0.00078,6.1284738,2.95310444,0.071550163,3.79211286,5.51841281,3.70229137,4.94276166,3.76399881
sample_00429,1.88E+03,9.52E+01,0.998129,2.52E+19,2.60E+19,2.61E+19,2.49E+19,0.00023,0.00156,0.00158,0.0016,0.00155,8.48E+16,8.48E+16,8.49E+16,8.48E+16,2748470,2749680,2751660,2747480,0.00077,0.00077,0.0008,0.00081,0.00077,0.00077,0.0008,0.00081,4.3507678,0.573444127,3.36105762,2.5737121,3.50097954,5.1847046,0.155497731,1.89477336
sample_00430,1.88E+03,9.54E+01,0.991995,2.67E+19,2.56E+19,2.53E+19,2.53E+19,0.00024,0.00149,0.0014,0.0014,0.00146,8.48E+16,8.48E+16,8.49E+16,8.48E+16,2748010,2748480,2752520,2748660,0.00078,0.00076,0.00078,0.00083,0.00078,0.00076,0.00078,0.00083,0.036397927,1.63387623,1.07952777,5.05365765,4.13989971,0.966683156,2.01262303,4.31555279
sample_00431,2.33E+03,1.14E+02,0.993105,2.55E+19,2.48E+19,2.58E+19,2.56E+19,0.00025,0.00165,0.0016,0.0016,0.00161,8.48E+16,8.49E+16,8.49E+16,8.48E+16,2748200,2750000,2751470,2746970,0.00081,0.00083,0.00081,0.0008,0.00081,0.00083,0.00081,0.0008,1.88517798,0.218882642,4.98491116,0.701403125,2.77310244,3.0004241,0.566652686,0.502388505
sample_00432,1.87E+03,9.47E+01,0.985366,2.53E+19,2.62E+19,2.51E+19,2.54E+19,0.00025,0.00149,0.00158,0.00151,0.00146,8.48E+16,8.50E+16,8.48E+16,8.48E+16,2748440,2753830,2748360,2749910,0.0008,0.00081,0.00081,0.00081,0.0008,0.00081,0.00081,0.00081,3.26202471,5.2540129,3.42733094,3.1711173,1.06299593,0.238321181,1.16872266,4.99409592
sample_00433,1.87E+03,9.50E+01,0.986979,2.60E+19,2.52E+19,2.52E+19,2.60E+19,0.00025,0.00137,0.00144,0.00145,0.00146,8.49E+16,8.48E+16,8.48E+16,8.48E+16,2750330,2747100,2747000,2749480,0.00086,0.00075,0.00077,0.00078,0.00086,0.00075,0.00077,0.00078,0.923662341,5.43766687,4.74979943,0.888673467,5.75696297,1.7489106,5.3823156,4.07872073
sample_00434,1.87E+03,9.49E+01,0.985625,2.63E+19,2.59E+19,2.61E+19,2.61E+19,0.00025,0.00141,0.00143,0.00143,0.00137,8.50E+16,8.48E+16,8.49E+16,8.49E+16,2753490,2747020,2750020,2750390,0.0008,0.0008,0.00075,0.00078,0.0008,0.0008,0.00075,0.00078,0.343994886,3.56994607,5.09900378,1.28613287,6.02549828,3.37506293,2.08134702,0.552902552
sample_00435,1.86E+03,9.42E+01,0.97983,2.56E+19,2.53E+19,2.59E+19,2.65E+19,0.00026,0.00158,0.00158,0.0016,0.0016,8.49E+16,8.49E+16,8.48E+16,8.49E+16,2751020,2751480,2749640,2750760,0.00085,0.00075,0.00078,0.00079,0.00085,0.00075,0.00078,0.00079,4.10823083,3.39687697,5.71638579,5.80716993,1.70440988,6.03321165,0.682860168,5.22247717
sample_00436,1.88E+03,9.58E+01,0.997143,2.54E+19,2.55E+19,2.66E+19,2.55E+19,0.00025,0.00142,0.00146,0.00149,0.00143,8.48E+16,8.48E+16,8.49E+16,8.49E+16,2749380,2747090,2750820,2752160,0.00079,0.00077,0.0008,0.00081,0.00079,0.00077,0.0008,0.00081,1.5944416,5.92255897,3.04580067,4.85142383,3.58592756,4.28049149,4.56022507,1.93609963
sample_00437,1.88E+03,9.51E+01,0.994091,2.58E+19,2.54E+19,2.52E+19,2.57E+19,0.00025,0.0013,0.00134,0.0014,0.00139,8.49E+16,8.48E+16,8.49E+16,8.48E+16,2750990,2748890,2751660,2748670,0.00078,0.00078,0.00078,0.00079,0.00078,0.00078,0.00078,0.00079,5.82216309,2.53972074,2.07344775,0.677594712,4.03191408,0.519030576,3.85181708,5.22911442
sample_00438,1.87E+03,9.52E+01,0.987282,2.55E+19,2.54E+19,2.54E+19,2.56E+19,0.00025,0.00148,0.00145,0.00145,0.00148,8.50E+16,8.49E+16,8.48E+16,8.48E+16,2755370,2751300,2748860,2748780,0.0008,0.00079,0.00081,0.00077,0.0008,0.00079,0.00081,0.00077,4.17751449,1.56697191,1.05990795,4.75186809,0.962609275,3.30485149,5.34488075,3.85444028
sample_00439,1.87E+03,9.48E+01,0.992064,2.55E+19,2.55E+19,2.59E+19,2.51E+19,0.00024,0.00134,0.00133,0.00143,0.00139,8.48E+16,8.48E+16,8.49E+16,8.49E+16,2749350,2749100,2752280,2750280,0.0008,0.00078,0.00078,0.00078,0.0008,0.00078,0.00078,0.00078,1.89974842,1.73978691,2.95010588,0.536666277,4.0658563,2.95656443,3.8934145,3.32375067
sample_00440,1.84E+03,9.34E+01,0.983275,2.62E+19,2.60E+19,2.60E+19,2.64E+19,0.00023,0.00149,0.00151,0.00154,0.00153,8.48E+16,8.48E+16,8.49E+16,8.48E+16,2749260,2749630,2751690,2748570,0.0008,0.00079,0.00085,0.00081,0.0008,0.00079,0.00085,0.00081,2.92480898,1.95815483,4.5938195,1.05845124,2.09051306,1.11590642,0.928802018,4.95601582
sample_00441,1.85E+03,9.30E+01,0.988175,2.59E+19,2.53E+19,2.60E+19,2.61E+19,0.00025,0.00141,0.00134,0.00134,0.00141,8.47E+16,8.48E+16,8.49E+16,8.49E+16,2745640,2748370,2752230,2751450,0.00078,0.00077,0.00083,0.00079,0.00078,0.00077,0.00083,0.00079,1.74679012,5.68070598,4.55717757,6.20227408,4.29932797,5.87818999,4.53533914,4.16151959
sample_00442,1.84E+03,9.30E+01,0.986165,2.59E+19,2.55E+19,2.57E+19,2.57E+19,0.00024,0.00141,0.00141,0.00138,0.00139,8.48E+16,8.47E+16,8.50E+16,8.49E+16,2748160,2745470,2753360,2750520,0.00076,0.00083,0.00078,0.0008,0.00076,0.00083,0.00078,0.0008,2.37348871,1.69689727,4.11844229,0.487413856,3.93767362,0.701400587,3.27520144,4.65889799
sample_00443,1.87E+03,9.43E+01,0.990663,2.60E+19,2.50E+19,2.56E+19,2.56E+19,0.00025,0.00128,0.00125,0.00131,0.00129,8.48E+16,8.49E+16,8.49E+16,8.49E+16,2749110,2750160,2750970,2752620,0.00079,0.00076,0.00079,0.00078,0.00079,0.00076,0.00079,0.00078,1.44013185,0.27819473,0.302537085,5.76020717,5.17353271,3.65454966,2.94372067,0.385693141
sample_00444,1.85E+03,9.36E+01,0.98409,2.48E+19,2.47E+19,2.56E+19,2.59E+19,0.00023,0.00176,0.00176,0.00179,0.00181,8.48E+16,8.48E+16,8.50E+16,8.49E+16,2746950,2748130,2753290,2751490,0.00077,0.00077,0.00079,0.00079,0.00077,0.00077,0.00079,0.00079,3.23892633,3.19956415,4.41549301,5.68757385,3.75523503,1.99536964,3.6230223,0.026322555
sample_00445,2.30E+03,1.13E+02,0.98838,2.52E+19,2.66E+19,2.49E+19,2.51E+19,0.00023,0.00151,0.00156,0.00147,0.0015,8.50E+16,8.47E+16,8.49E+16,8.50E+16,2753670,2746340,2750400,2753330,0.00082,0.0008,0.00078,0.00077,0.00082,0.0008,0.00078,0.00077,2.13365803,3.14838883,1.47250085,2.82966393,6.14799184,0.818211069,4.53774674,2.19991609
sample_00446,1.85E+03,9.38E+01,0.981483,2.63E+19,2.60E+19,2.58E+19,2.59E+19,0.00024,0.00137,0.00137,0.00133,0.00135,8.49E+16,8.48E+16,8.48E+16,8.48E+16,2750380,2747470,2747440,2747810,0.00082,0.00081,0.0008,0.00083,0.00082,0.00081,0.0008,0.00083,5.37306889,2.55847407,4.73971318,4.10683389,5.38883129,0.950374093,4.31162607,2.90669791
sample_00447,1.86E+03,9.42E+01,0.990795,2.60E+19,2.62E+19,2.57E+19,2.59E+19,0.00024,0.00141,0.00143,0.00142,0.0014,8.49E+16,8.47E+16,8.49E+16,8.48E+16,2751260,2744990,2750530,2749620,0.00078,0.0008,0.0008,0.00077,0.00078,0.0008,0.0008,0.00077,3.61107328,1.07142869,3.32199979,1.49171789,2.86404876,1.14439212,3.23058986,5.99284285
sample_00448,1.85E+03,9.41E+01,0.986926,2.55E+19,2.62E+19,2.50E+19,2.54E+19,0.00025,0.00127,0.00127,0.00127,0.00126,8.49E+16,8.49E+16,8.48E+16,8.48E+16,2752910,2751150,2747260,2747980,0.00082,0.00079,0.00081,0.00079,0.00082,0.00079,0.00081,0.00079,2.40345144,5.44347636,1.78810884,4.19723235,0.66147249,2.30429483,2.4265106,5.22859216
sample_00449,1.86E+03,9.39E+01,0.996659,2.61E+19,2.56E+19,2.49E+19,2.44E+19,0.00023,0.00149,0.00153,0.00152,0.00151,8.48E+16,8.50E+16,8.48E+16,8.48E+16,2747100,2753390,2748400,2749840,0.00077,0.00081,0.00084,0.00076,0.00077,0.00081,0.00084,0.00076,0.648426201,1.10407739,2.47215258,4.39419562,4.72501897,2.95261338,1.76588457,2.07071487
sample_00450,1.85E+03,9.40E+01,0.98989,2.59E+19,2.60E+19,2.49E+19,2.55E+19,0.00024,0.00152,0.00154,0.00155,0.00154,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2748470,2751740,2748620,2749710,0.00077,0.00083,0.00082,0.00082,0.00077,0.00083,0.00082,0.00082,2.10346522,1.73602264,3.05796059,4.03670932,0.8204768,1.72068397,0.845203038,4.83584498
